gcc
0000000000000000, 791898541, 0.792
09E1344809E14430, 12988476, 0.013
09E1542809E16410, 2853937, 0.003
09FCEA2009FCFA08, 1614974, 0.002
0A0366480A0524EC, 1403395, 0.001
09E9D02009E9E008, 1122825, 0.001
09F4B7B009F4C798, 1092060, 0.001
0A26E8500A27D344, 1007146, 0.001
FF9A3D20FF9A3EAF, 988535, 0.001
09E5B79809E5C780, 941342, 0.001
09EC234809EC3330, 897215, 0.001
0A1FEF500A1FFF38, 894140, 0.001
09F26CF809F27CE0, 783899, 0.001
09EE016809EE1150, 776292, 0.001
0A385A700A386A58, 772943, 0.001
09F2BCA809F2CC90, 725397, 0.001
09E5C97009E5D958, 718306, 0.001
09EE214809EE3130, 694926, 0.001
0A38BA100A38C9F8, 674179, 0.001
09F2DC8809F2EC70, 663855, 0.001
09E9E01009E9EFF8, 643864, 0.001
0A2B6D980A2B7D80, 635861, 0.001
09F27CE809F28CD0, 628355, 0.001
09F28CD809F29CC0, 626102, 0.001
0A0102780A011260, 618714, 0.001
09F10E5809F11E40, 616427, 0.001
09FD49C009FD59A8, 607485, 0.001
09F4FE3009F50E18, 606028, 0.001
09EA3FB009EA4F98, 604918, 0.001
09E2DA7809E2EA60, 601566, 0.001
0A2ADE280A2AEE10, 577368, 0.001
0A07E0600A07F048, 576668, 0.001
09F29CC809F2ACB0, 572782, 0.001
09F4A7C009F4B7A8, 564935, 0.001
0A2B8D780A2B9D60, 564475, 0.001
09F50E2009F51E08, 561458, 0.001
0A0197B00A035654, 556870, 0.001
09FD19F009FD29D8, 554019, 0.001
0A0FE8F00A0FF8D8, 538285, 0.001
09EEB0B809EEC0A0, 535995, 0.001
0A2B5DA80A2B6D90, 534934, 0.001
09EF6FF809EF7FE0, 531040, 0.001
09F4EE4009F4FE28, 527148, 0.001
0A2AFE080A2B0DF0, 506895, 0.001
0A387A500A388A38, 504140, 0.001
0A07B0900A07C078, 502079, 0.001
09F2FC6809F30C50, 499319, 0.000
09EA2FC009EA3FA8, 498069, 0.000
09F53DF009F54DD8, 497557, 0.000
0A1FFF400A200F28, 492347, 0.000
0A2B3DC80A2B4DB0, 487362, 0.000
09EA7F7009EA8F58, 482758, 0.000
09EC135809EC2340, 478426, 0.000
09EBF37809EC0360, 476636, 0.000
0A1FCF700A1FDF58, 473423, 0.000
09F55DD009F56DB8, 473186, 0.000
0A2B1DE80A2B2DD0, 466519, 0.000
0A0790B00A07A098, 464552, 0.000
09E8718009E88168, 460829, 0.000
09E9F00009E9FFE8, 452821, 0.000
0A0FD9000A0FE8E8, 448292, 0.000
0A07C0800A07D068, 447853, 0.000
09EE511809EE6100, 447765, 0.000
09F52E0009F53DE8, 436618, 0.000
09F487E009F497C8, 436471, 0.000
09EA9F5009EAAF38, 435475, 0.000
0A2B9D680A2BAD50, 435003, 0.000
09EEF07809EF0060, 428588, 0.000
09EA4FA009EA5F88, 426079, 0.000
09F6279809F63780, 422894, 0.000
0A2B2DD80A2B3DC0, 419730, 0.000
09EED09809EEE080, 418805, 0.000
09F85AE009F86AC8, 410086, 0.000
09F4284009F43828, 405998, 0.000
09F2ACB809F2BCA0, 404843, 0.000
09EE610809EE70F0, 403906, 0.000
09EE412809EE5110, 403414, 0.000
0A0780C00A0790A8, 403392, 0.000
0A2B7D880A2B8D70, 402323, 0.000
09F1DD8809F1ED70, 398526, 0.000
0A0112680A012250, 398380, 0.000
09EA6F8009EA7F68, 398052, 0.000
0A07D0700A07E058, 395450, 0.000
09FD29E009FD39C8, 395108, 0.000
09EF7FE809EF8FD0, 391481, 0.000
09F5F7C809F607B0, 391213, 0.000
09EACF2009EADF08, 389912, 0.000
0A27D3480A28BE3C, 379590, 0.000
0A0122580A013240, 378605, 0.000
09EABF3009EACF18, 371848, 0.000
09F6378809F64770, 371739, 0.000
0A388A400A389A28, 371314, 0.000
09EEA0C809EEB0B0, 370587, 0.000
0A0FC9100A0FD8F8, 370527, 0.000
09EC630809EC72F0, 366003, 0.000
09EADF1009EAEEF8, 365549, 0.000
09F617A809F62790, 365072, 0.000
09F6576809F66750, 358600, 0.000
09E379D809E389C0, 357064, 0.000
09F6A71809F6B700, 349655, 0.000
